elo region winPercent totalGames winStreak
775 "Asia" 47.83 161 -5
775 "Europe" 44.09 93 1
775 "Asia" 44.44 108 -2
775 "North America" 35.9 39 1
775 "South America" 42.31 52 4
775 "North America" 36.84 19 1
775 "South America" 42.86 63 -2
775 "North America" 34.62 26 -1
775 "Europe" 23.53 17 -1
775 "Europe" 41.67 24 3
775 "Europe" 20 10 -1
775 "Europe" 40.74 27 -1
775 "Europe" 27.78 18 -3
775 "Europe" 25 12 -1
775 "Europe" 42.55 47 1
775 "South America" 38.89 18 5
775 "North America" 47.76 67 -3
775 "North America" 28.57 14 -1
775 "North America" 35.48 31 -1
775 "Asia" 48.31 89 3
775 "North America" 36 25 1
775 "Europe" 33.33 30 -3
775 "Europe" 28.57 21 -2
775 "Asia" 27.27 11 1
775 "Asia" 25 12 -2
775 "North America" 44.44 81 1
775 "Europe" 44.76 105 1
775 "Europe" 40.82 49 2
775 "Europe" 39.13 23 -1
775 "Asia" 47.49 219 -6
775 "Asia" 40.91 66 1
775 "Middle East" 26.32 19 -1
775 "Europe" 31.82 22 -2
775 "Europe" 32.43 37 -3
775 "Europe" 44.78 67 -1
775 "Asia" 33.33 21 1
775 "Europe" 31.25 16 -1
774 "Europe" 27.78 18 -4
774 "Europe" 46.59 88 1
774 "Asia" 41.56 77 -2
774 "Asia" 29.41 17 2
774 "Asia" 38.78 49 -2
774 "Asia" 20 10 -4
774 "Asia" 31.25 16 1
774 "Europe" 27.78 18 1
774 "Europe" 36.36 22 2
774 "North America" 39.13 23 4
774 "Europe" 31.82 22 -2
774 "Europe" 47.06 102 -3
774 "North America" 25 12 -3
774 "Asia" 23.68 38 -1
774 "Asia" 20 10 -6
774 "Europe" 26.67 15 -7
774 "Europe" 26.67 15 -4
774 "Oceania" 20 10 -7
774 "Europe" 40 25 1
774 "Asia" 28.57 14 -3
774 "North America" 25 12 -2
774 "Europe" 27.78 18 -2
774 "Europe" 33.33 21 -1
774 "Europe" 25 12 -1
774 "North America" 44.64 56 1
774 "North America" 41.18 34 -3
774 "Europe" 31.25 16 -2
774 "Europe" 43.04 79 -3
774 "South America" 26.67 15 -6
774 "Europe" 26.67 15 -5
774 "Asia" 35.29 34 2
774 "South America" 31.25 16 -1
774 "Europe" 35.29 34 -1
774 "Europe" 36.36 22 2
774 "South America" 38.71 31 1
774 "Europe" 37.5 40 1
774 "Asia" 45.28 53 -1
774 "Asia" 28.57 14 -2
774 "Europe" 43.86 57 2
774 "Asia" 29.63 27 -3
774 "Europe" 45.74 129 2
773 "Europe" 29.41 17 -2
773 "North America" 26.67 15 -1
773 "North America" 27.27 11 2
773 "North America" 20 10 -4
773 "Europe" 30 20 -3
773 "North America" 46.3 162 -2
773 "Asia" 25 12 -3
773 "Europe" 42.86 56 1
773 "North America" 45.59 68 1
773 "Europe" 25 12 1
773 "Europe" 37.5 24 -2
773 "Asia" 35 20 -1
773 "Europe" 25 12 -4
773 "Asia" 35.48 31 1
773 "Asia" 34.62 26 -1
773 "Asia" 27.27 11 1
773 "North America" 25 16 -6
773 "North America" 31.82 22 -1
773 "North America" 20 10 -5
773 "North America" 40.74 54 3
773 "North America" 33.33 18 2
773 "Europe" 30 20 -7
773 "Europe" 26.67 15 -3
773 "Europe" 45 40 -1
773 "Europe" 20 10 -6
773 "Europe" 41.18 34 2
773 "Europe" 35.48 31 2
773 "North America" 27.27 11 -1
773 "Europe" 41.18 34 -3
773 "Asia" 28.57 14 1
773 "Europe" 26.67 15 1
773 "North America" 45.87 109 1
773 "Europe" 46.24 93 1
773 "North America" 28.57 14 1
773 "Europe" 39.53 43 -2
773 "North America" 31.58 19 -2
773 "North America" 20 10 -5
773 "Europe" 31.58 19 -1
773 "South America" 42.86 21 2
773 "Europe" 30 20 -4
772 "Africa" 46.79 109 -7
772 "North America" 36.84 38 -1
772 "North America" 36.67 30 1
772 "North America" 33.33 30 -1
772 "Europe" 40.43 47 1
772 "Asia" 37.5 24 -1
772 "Europe" 25 12 -2
772 "Europe" 35.71 28 -3
772 "Europe" 31.82 22 -4
772 "Europe" 36 25 -1
772 "Europe" 29.41 17 -1
772 "North America" 28.57 14 -1
772 "Europe" 44.78 67 -1
772 "Europe" 20 10 -5
772 "Europe" 45.9 122 -3
772 "Europe" 41.94 62 4
772 "Europe" 45.8 131 -1
772 "Asia" 33.33 21 1
772 "North America" 46.32 95 -1
772 "Europe" 36 25 -3
772 "Europe" 30 20 -2
772 "Europe" 33.33 21 -2
772 "Europe" 33.33 21 -1
772 "Europe" 45.12 82 -2
772 "North America" 27.27 11 -1
772 "Asia" 37.5 24 2
772 "Asia" 44.32 88 -4
772 "North America" 20 10 -5
772 "Europe" 31.25 16 1
772 "Africa" 32 25 -1
772 "North America" 27.27 11 2
772 "North America" 46.97 132 -3
772 "Europe" 36 25 -2
772 "Europe" 34.38 32 1
772 "Asia" 27.27 11 1
772 "Europe" 25 12 -2
772 "Europe" 36.84 19 1
772 "North America" 46.61 118 -2
772 "Europe" 37.5 24 4
772 "North America" 47.06 119 2
772 "Europe" 29.41 17 1
772 "Europe" 45 40 -2
771 "Asia" 33.33 45 -1
771 "North America" 33.33 18 -1
771 "Asia" 21.43 14 -9
771 "Europe" 40 40 -7
771 "North America" 20 10 -4
771 "Europe" 30 20 -3
771 "Europe" 25 12 -1
771 "Europe" 45.45 33 -2
771 "Europe" 35.71 28 2
771 "Europe" 38.1 42 1
771 "Europe" 43.18 44 -1
771 "Asia" 37.93 29 -1
771 "Asia" 28.57 14 -1
771 "Europe" 40.32 62 1
771 "North America" 35 20 -3
771 "Oceania" 40.82 49 -2
771 "North America" 45.69 116 1
771 "North America" 31.25 16 2
771 "Oceania" 37.93 29 2
771 "Europe" 30.43 23 -5
771 "Europe" 37.14 35 1
771 "North America" 40 25 -2
771 "Europe" 26.67 15 1
771 "Europe" 36.36 22 -1
771 "Europe" 31.25 16 -1
771 "Europe" 40.74 27 -1
771 "Asia" 42.5 40 1
771 "Europe" 31.58 19 1
771 "North America" 41.86 43 -3
771 "Europe" 42.86 42 -1
771 "Europe" 26.67 15 -6
771 "Europe" 20 10 -6
771 "Oceania" 23.08 13 1
771 "North America" 29.41 17 -2
771 "Europe" 43.59 39 1
771 "Middle East" 43.4 53 -1
771 "North America" 43.28 67 -1
771 "Europe" 36.84 38 1
771 "Asia" 33.33 18 -3
771 "Asia" 27.78 18 -5
771 "Asia" 33.33 18 1
771 "South America" 29.41 17 -1
771 "Europe" 33.33 27 -2
771 "Europe" 26.92 26 -9
771 "Europe" 20 10 -3
771 "Asia" 40 25 2
771 "South America" 31.82 22 -3
771 "North America" 40 35 1
770 "Asia" 39.13 46 -2
770 "North America" 45.71 70 1
770 "North America" 41.94 31 -1
770 "North America" 25 12 -1
770 "Europe" 42.11 38 -1
770 "Europe" 41.51 53 -3
770 "North America" 45.95 74 -1
770 "North America" 33.33 24 2
770 "Europe" 42.62 61 1
770 "North America" 37.93 29 1
770 "North America" 28.57 14 -3
770 "Europe" 33.33 21 -2
770 "Europe" 36.67 30 2
770 "North America" 37.14 35 -3
770 "Europe" 33.33 27 -3
770 "Europe" 43.1 58 4
770 "North America" 36.36 22 -1
770 "Asia" 20 10 -4
770 "Europe" 35.29 17 1
770 "Oceania" 38.71 31 -1
770 "Asia" 47.46 59 3
770 "Europe" 37.5 24 1
770 "North America" 26.67 15 -1
770 "Asia" 20 10 -4
770 "North America" 27.27 11 1
770 "Europe" 46.45 155 -3
770 "North America" 36 25 1
770 "Europe" 44.95 109 4
770 "Asia" 45.83 72 1
770 "Europe" 46.85 111 -4
770 "Asia" 27.27 11 1
770 "North America" 25 12 -2
770 "Europe" 36.84 38 2
770 "Europe" 34.29 35 -3
770 "Asia" 40.43 47 -1
770 "Europe" 36.36 33 -3
769 "Asia" 29.41 17 -3
769 "Asia" 25 12 1
769 "Europe" 37.5 32 1
769 "North America" 36.73 49 -1
769 "North America" 29.41 17 -3
769 "North America" 20 10 -2
769 "Europe" 29.41 17 -3
769 "North America" 40 35 -3
769 "Europe" 31.82 22 -4
769 "North America" 31.25 16 1
769 "South America" 21.43 14 -4
769 "Asia" 30 20 -5
769 "Asia" 44.59 74 2
769 "North America" 38.64 44 -3
769 "North America" 23.08 13 -6
769 "North America" 45.54 101 -1
769 "North America" 25 12 -3
769 "Asia" 37.5 48 -1
769 "Europe" 41.67 48 4
769 "Europe" 23.08 13 -2
769 "Asia" 20 10 -4
769 "Asia" 29.41 17 1
769 "Europe" 39.47 38 -2
769 "Asia" 38.46 52 -8
769 "Europe" 41.18 34 2
769 "South America" 25 16 -3
769 "Asia" 35.29 34 -3
769 "North America" 28.57 14 1
769 "Oceania" 30.77 13 1
769 "Asia" 40 45 -1
769 "Europe" 31.58 19 -3
769 "South America" 44 200 -4
769 "Europe" 41.82 55 1
769 "Europe" 26.67 15 -2
769 "Asia" 33.33 21 1
769 "North America" 25 12 -2
769 "Europe" 45.54 112 -3
769 "Europe" 43.3 97 -1
769 "Europe" 38.24 34 -1
768 "Europe" 37.5 32 2
768 "Europe" 43.4 53 1
768 "Europe" 37.5 40 -1
768 "Asia" 34.78 23 1
768 "North America" 36.36 22 1
768 "North America" 38.18 55 1
768 "Europe" 25 12 -5
768 "Europe" 35.48 31 2
768 "North America" 25 12 1
768 "Europe" 46.32 95 1
768 "North America" 44.12 34 2
768 "Europe" 20 10 -4
768 "Europe" 25 12 -3
768 "North America" 46.43 168 -1
768 "Europe" 40 45 -1
768 "North America" 28.57 14 -1
768 "Europe" 31.82 22 -2
768 "Asia" 27.78 18 -2
768 "Europe" 34.78 23 -1
768 "Europe" 20 10 -3
768 "Europe" 35.48 31 -3
768 "Europe" 45.16 62 5
768 "North America" 25 16 1
768 "North America" 31.58 19 -2
768 "North America" 46.21 145 1
768 "Europe" 41.18 51 -3
768 "North America" 40 30 -2
768 "Europe" 28.57 14 -1
768 "North America" 33.33 18 1
768 "Middle East" 42.86 42 2
768 "North America" 49.07 108 1
768 "Europe" 32.35 34 -1
768 "Europe" 42.86 42 -1
768 "Asia" 31.58 19 -2
768 "Europe" 40.62 32 -3
768 "North America" 43.24 37 -2
768 "Europe" 40 50 4
768 "Europe" 25 20 -5
768 "Asia" 20 10 -1
768 "Asia" 40 30 1
768 "Europe" 44.78 67 -1
768 "North America" 41.86 43 -1
768 "Europe" 40 40 -2
768 "Asia" 35.48 31 1
768 "North America" 47.06 119 -1
768 "North America" 46.81 47 3
768 "Europe" 45.31 64 -2
768 "Europe" 34.38 32 -4
768 "Europe" 20 10 -4
768 "Europe" 38.46 26 3
768 "Europe" 20 10 -7
768 "Europe" 25 12 1
767 "Europe" 25 16 -1
767 "Europe" 28.57 14 -2
767 "Europe" 29.41 17 -5
767 "Europe" 29.41 17 1
767 "North America" 18.18 11 -1
767 "South America" 42.65 68 -2
767 "North America" 20 10 -4
767 "Europe" 35.71 28 1
767 "Europe" 30 20 -2
767 "Europe" 37.5 32 -1
767 "Oceania" 31.82 22 -7
767 "Oceania" 25 12 -3
767 "Asia" 38.89 54 -1
767 "Asia" 43.48 69 -3
767 "North America" 20 10 -2
767 "North America" 41.03 39 1
767 "South America" 20 10 -2
767 "Europe" 27.27 22 -3
767 "Europe" 41.43 70 -1
767 "Europe" 25 12 -3
767 "North America" 28.57 14 1
767 "Europe" 28.57 14 -1
767 "North America" 37.5 24 -1
767 "Asia" 26.32 19 -1
767 "Asia" 34.29 35 3
767 "North America" 35.9 39 -2
767 "North America" 25 12 -1
767 "South America" 27.78 18 -3
767 "Europe" 28.57 14 -2
767 "Europe" 45.45 33 1
767 "Europe" 41.07 56 2
767 "Asia" 20 10 -1
767 "North America" 31.58 19 -1
767 "Asia" 45.45 66 -2
767 "Europe" 23.08 13 1
767 "Asia" 45.21 73 -4
767 "North America" 34.62 26 1
767 "North America" 31.25 16 -1
767 "Europe" 33.33 24 -3
767 "Asia" 38.46 26 -1
767 "North America" 20 15 -8
767 "North America" 20 10 -5
767 "Europe" 37.5 24 1
767 "Europe" 33.33 21 -1
767 "Europe" 41.67 36 1
767 "Europe" 45.54 101 -1
767 "Asia" 44.44 45 -2
767 "Asia" 25 12 -3
767 "Europe" 25 12 -1
767 "Europe" 20 10 -4
767 "Asia" 35.29 51 -5
767 "Asia" 39.39 33 1
767 "Asia" 25 16 -4
767 "Europe" 43.59 39 -1
767 "Europe" 46.09 115 -1
767 "Europe" 42.22 90 -2
767 "North America" 30 20 1
766 "Africa" 36.36 22 -2
766 "Asia" 37.04 27 -1
766 "North America" 20 10 1
766 "Europe" 25 12 -2
766 "Africa" 31.58 19 -2
766 "Asia" 23.08 13 -6
766 "South America" 31.25 16 1
766 "Asia" 37.14 35 -1
766 "North America" 38.24 34 1
766 "Europe" 40.82 49 -2
766 "North America" 47.14 70 -1
766 "North America" 33.33 21 2
766 "Europe" 28.57 14 1
766 "Europe" 36.36 33 -1
766 "Europe" 40.85 71 2
766 "Europe" 20 10 -4
766 "Europe" 30.77 26 -2
766 "Europe" 28.57 21 -6
766 "North America" 39.39 33 -4
766 "North America" 30 20 -3
766 "Europe" 41.18 51 -2
766 "Asia" 28.57 14 2
766 "Oceania" 29.41 17 -1
766 "South America" 20 10 -4
766 "Europe" 25 12 -1
766 "North America" 42 50 -3
766 "North America" 39.13 138 1
766 "North America" 20 10 -4
766 "Europe" 43.59 39 1
766 "Europe" 20 10 -6
766 "Europe" 30 20 -3
766 "Europe" 40.62 32 4
766 "Europe" 30.43 23 -4
766 "Europe" 20 10 -4
766 "South America" 36.36 22 -1
766 "North America" 29.41 17 1
766 "Europe" 25 16 -7
766 "Africa" 38.98 59 4
766 "Asia" 33.33 27 -1
766 "Europe" 38.89 36 1
766 "North America" 33.33 30 -6
766 "Asia" 47.3 74 -6
766 "Europe" 45.45 33 2
766 "Europe" 29.41 17 -3
766 "Asia" 25 12 2
766 "Europe" 33.33 15 3
766 "Europe" 26.67 15 -1
766 "Europe" 46.46 127 -1
766 "Asia" 20 10 -6
766 "Europe" 40 45 1
766 "North America" 38.46 26 -1
766 "North America" 23.08 13 1
766 "Europe" 43.14 51 2
766 "North America" 37.04 27 1
766 "Asia" 25 12 -2
766 "North America" 28.57 14 -2
766 "Asia" 40 45 1
766 "South America" 35 20 1
766 "Europe" 20 10 -5
766 "North America" 31.25 16 -2
765 "Europe" 28.57 14 -1
765 "Europe" 25 12 -3
765 "Europe" 25 12 -1
765 "North America" 26.67 15 -2
765 "Europe" 42.11 38 2
765 "Asia" 39.02 41 -2
765 "Asia" 20 10 -2
765 "North America" 39.13 23 -3
765 "Europe" 34.78 23 -1
765 "Oceania" 42.48 113 -5
765 "Europe" 33.33 30 1
765 "North America" 38.24 34 -1
765 "South America" 33.33 24 -2
765 "Europe" 37.04 27 -1
765 "North America" 34.48 29 1
765 "Asia" 25 12 -3
765 "North America" 29.41 17 -1
765 "Asia" 45.71 70 -1
765 "North America" 30.77 13 2
765 "North America" 33.33 30 1
765 "North America" 26.67 15 -5
765 "Europe" 36.84 19 3
765 "Europe" 25 12 -4
765 "Europe" 40 30 3
765 "Europe" 30.77 39 1
765 "Europe" 39.39 33 -3
765 "Europe" 23.08 13 -3
765 "North America" 32 25 -2
765 "Europe" 36.36 44 -1
765 "North America" 25 12 -1
765 "Asia" 40.82 49 1
765 "Europe" 40 40 2
765 "Europe" 36.84 19 2
765 "North America" 20 10 1
765 "Europe" 20 10 -4
765 "Europe" 37.14 35 -1
765 "North America" 42.31 52 1
765 "North America" 27.27 11 1
765 "Europe" 46.91 81 -1
765 "Europe" 31.82 22 1
764 "Europe" 42.42 33 -1
764 "Europe" 26.67 15 -2
764 "Europe" 38 50 -5
764 "Asia" 25 16 -7
764 "Europe" 36.36 22 -1
764 "Europe" 31.25 16 -3
764 "South America" 41.43 70 1
764 "Asia" 25 16 -3
764 "Europe" 43.59 39 3
764 "Asia" 42.31 26 6
764 "South America" 36.67 30 3
764 "Europe" 29.41 17 -3
764 "South America" 30 20 1
764 "Europe" 35.48 31 -5
764 "Europe" 36.36 22 -1
764 "Oceania" 44.54 119 -7
764 "Europe" 18.18 11 -4
764 "South America" 41.94 31 -2
764 "Europe" 23.08 13 -2
764 "Europe" 35.48 31 1
764 "Europe" 44.12 34 -1
764 "Asia" 18.18 11 -6
764 "Europe" 42.11 57 1
764 "Asia" 31.82 22 -4
764 "Europe" 20 10 -2
764 "North America" 38.89 54 -1
764 "Asia" 42.11 38 1
764 "North America" 20 10 -5
764 "Europe" 20 10 -2
764 "Europe" 26.92 26 -7
764 "North America" 20 10 -1
764 "North America" 33.33 15 1
764 "North America" 31.03 29 1
764 "Europe" 37.5 24 1
764 "Oceania" 25 12 -2
764 "Europe" 20 10 -3
764 "Asia" 39.13 23 -2
764 "South America" 34.78 23 1
764 "Europe" 36 25 -1
764 "Europe" 33.33 21 1
764 "Asia" 23.08 13 -1
764 "Europe" 42.55 47 3
764 "North America" 20 10 -4
764 "South America" 47.64 191 -2
764 "Asia" 42.42 33 7
764 "Europe" 18.18 11 -4
763 "Africa" 34.21 38 -1
763 "Europe" 41.67 24 -1
763 "North America" 38.46 52 -1
763 "North America" 42.11 57 1
763 "Europe" 48.24 170 -8
763 "North America" 45.86 133 -1
763 "North America" 42.22 45 1
763 "Asia" 31.25 16 -1
763 "North America" 42.86 56 -2
763 "North America" 35 20 -1
763 "North America" 44.62 65 -1
763 "Europe" 36.36 22 -4
763 "Asia" 31.52 92 -1
763 "Europe" 18.18 11 -2
763 "North America" 40.91 44 -1
763 "North America" 41.27 63 1
763 "Europe" 37.5 24 1
763 "Asia" 40.74 27 -1
763 "Europe" 43.14 51 -2
763 "Asia" 42.53 87 -3
763 "Europe" 20 10 -3
763 "Europe" 20 10 -4
763 "Europe" 45.31 64 -7
763 "Africa" 36.59 41 1
763 "Europe" 39.13 23 -2
763 "Europe" 28.57 14 1
763 "North America" 20 10 -3
763 "North America" 25 12 1
763 "Europe" 37.5 24 -1
763 "North America" 45.92 98 -1
763 "North America" 26.67 15 -1
763 "Asia" 22.22 18 -6
763 "North America" 35.71 28 -3
763 "North America" 31.58 19 -3
763 "Africa" 27.78 18 -7
763 "Asia" 46.03 63 -1
763 "North America" 20 10 -5
762 "Europe" 33.33 24 -1
762 "Asia" 42.31 26 -1
762 "Europe" 47.3 74 1
762 "Europe" 41.18 34 1
762 "Asia" 42.86 105 1
762 "Europe" 40.54 37 -2
762 "Asia" 44.32 88 3
762 "Africa" 36.59 41 2
762 "Europe" 39.39 33 1
762 "Europe" 41.3 46 2
762 "Oceania" 18.18 11 -5
762 "North America" 26.09 23 -9
762 "North America" 23.08 13 -2
762 "North America" 35.9 39 -2
762 "Europe" 35.14 37 -1
762 "Europe" 28.57 14 -1
762 "Europe" 34.62 26 -4
762 "Europe" 25 12 -4
762 "Asia" 26.67 15 -5
762 "North America" 30.77 26 -6
762 "South America" 36.36 22 2
762 "Europe" 29.63 27 -6
762 "Europe" 37.93 29 2
762 "South America" 36.67 30 1
762 "North America" 38.46 39 -1
762 "Asia" 38.89 36 -1
762 "Europe" 31.58 19 -4
762 "North America" 37.04 27 -2
762 "Asia" 25 12 1
762 "Europe" 38.89 36 1
762 "Europe" 28.57 21 1
762 "North America" 25 12 1
762 "Middle East" 23.08 13 -1
762 "North America" 41.67 36 2
762 "North America" 27.78 18 -2
762 "Oceania" 18.18 11 -4
762 "Europe" 37.5 40 1
762 "Oceania" 45.54 101 1
762 "North America" 44.12 68 -1
762 "Europe" 20 10 -4
762 "Europe" 33.33 30 -1
762 "Europe" 41.27 63 -1
762 "North America" 33.33 21 -4
762 "Europe" 44 75 -4
761 "Oceania" 20 15 -11
761 "North America" 25 16 -5
761 "Europe" 33.33 24 -1
761 "Oceania" 28.57 14 1
761 "North America" 20 10 -1
761 "Europe" 31.82 22 -1
761 "South America" 30 20 -3
761 "North America" 33.33 21 1
761 "Europe" 20 10 -2
761 "Europe" 18.18 11 -7
761 "North America" 40.38 52 1
761 "Europe" 25 12 -4
761 "Europe" 20 10 -2
761 "Asia" 20 10 -4
761 "Europe" 32.26 31 -3
761 "Europe" 31.25 16 -1
761 "North America" 20 10 -3
761 "Europe" 36.36 22 1
761 "Europe" 27.27 22 -1
761 "Europe" 33.33 15 -1
761 "South America" 39.13 46 1
761 "Asia" 38.89 36 -4
761 "Europe" 36.84 38 -2
761 "South America" 20 10 -3
761 "South America" 45.57 79 2
761 "South America" 45.1 51 -3
761 "Europe" 28.57 14 -1
761 "Europe" 43.75 64 -3
761 "Europe" 26.67 15 -2
761 "Asia" 28.57 14 -1
761 "North America" 26.67 15 -3
760 "Europe" 28.57 14 2
760 "North America" 28.57 14 -2
760 "South America" 18.18 11 -2
760 "Europe" 31.25 16 2
760 "Europe" 31.25 16 -2
760 "Europe" 32 25 -2
760 "Europe" 25 12 -2
760 "Oceania" 25 16 1
760 "Oceania" 44.21 95 -5
760 "Europe" 36.84 38 1
760 "Europe" 25 12 1
760 "Europe" 40 50 -1
760 "Asia" 36.67 30 2
760 "Europe" 31.58 19 -3
760 "Africa" 39.29 56 3
760 "North America" 27.78 18 -3
760 "North America" 34.09 44 -9
760 "Asia" 35.48 31 1
760 "Asia" 38.24 34 -1
760 "Europe" 41.3 46 1
760 "Asia" 30.43 23 -2
760 "South America" 30.43 23 -2
760 "Europe" 31.58 19 2
760 "Europe" 43.48 46 1
760 "North America" 20 10 -3
760 "Europe" 36.36 22 1
760 "Europe" 27.27 11 1
760 "North America" 41.86 43 -1
760 "North America" 33.33 24 -4
760 "Europe" 33.33 33 1
760 "Europe" 34.78 23 3
760 "Europe" 30 20 -1
760 "Europe" 25 16 -4
760 "Europe" 42.86 56 1
760 "Europe" 31.58 19 -2
760 "Asia" 25 12 -2
760 "Europe" 37.04 27 -1
760 "Europe" 36.84 19 4
760 "Europe" 32 25 1
760 "Europe" 36.73 49 -3
760 "Europe" 29.41 17 -4
760 "Europe" 34.78 23 1
760 "Europe" 27.27 11 3
760 "Europe" 41.18 34 -2
759 "Oceania" 36.67 30 1
759 "North America" 35.71 28 3
759 "Asia" 30.43 23 -2
759 "Europe" 47.62 105 1
759 "Europe" 33.33 24 -1
759 "Europe" 31.25 16 1
759 "North America" 26.67 15 -3
759 "South America" 40.35 57 -2
759 "Europe" 29.41 17 -3
759 "Asia" 25 12 1
759 "Europe" 34.78 23 1
759 "Asia" 20 10 -2
759 "North America" 25 12 1
759 "Asia" 36 25 -1
759 "Europe" 21.43 14 -4
759 "Asia" 23.53 17 -4
759 "Asia" 29.41 17 -5
759 "North America" 38.3 47 4
759 "Europe" 31.25 16 1
759 "Europe" 28.57 14 -2
759 "Europe" 40 50 -1
759 "Europe" 30.43 23 -3
759 "Europe" 32.43 37 -3
759 "Europe" 29.41 17 1
759 "North America" 31.71 41 -1
759 "Europe" 38.64 44 -2
759 "North America" 20 10 -5
759 "Europe" 31.25 16 2
759 "Europe" 34.78 23 1
759 "Asia" 47.28 239 -1
759 "North America" 43.08 65 -1
759 "North America" 37.93 29 -2
759 "Europe" 36 25 1
759 "North America" 33.33 15 3
758 "North America" 44 50 1
758 "Europe" 26.67 15 -2
758 "North America" 26.67 15 -4
758 "Europe" 44.05 84 1
758 "North America" 42.86 56 -1
758 "North America" 38.46 39 -1
758 "North America" 31.25 16 -1
758 "South America" 37.5 40 1
758 "Europe" 36.67 30 2
758 "Europe" 44.33 97 3
758 "Europe" 38.1 21 2
758 "Europe" 28.57 14 2
758 "Asia" 20 10 -4
758 "North America" 20 10 -5
758 "Europe" 37.04 27 1
758 "Europe" 20 10 -3
758 "Europe" 36.36 22 2
758 "South America" 22.22 18 -4
758 "Europe" 30.43 23 -6
758 "Asia" 28.57 21 -2
758 "North America" 28.57 21 -4
758 "Africa" 43.33 30 -1
758 "North America" 44.93 69 -1
758 "Europe" 31.25 16 1
758 "North America" 31.82 22 -2
758 "North America" 41.82 55 -2
758 "North America" 28 25 -6
758 "Oceania" 42.65 68 1
758 "North America" 20 10 1
758 "Europe" 43.14 51 -2
758 "North America" 27.78 18 -4
758 "North America" 44.87 78 -1
758 "North America" 39.22 51 1
758 "Europe" 34.62 26 -1
758 "Europe" 31.82 22 -2
758 "South America" 43.55 62 -1
758 "Europe" 38.46 39 -3
758 "North America" 34.48 29 -2
758 "Europe" 41.67 36 2
758 "Europe" 20 10 -3
757 "North America" 10 10 -4
757 "North America" 25 12 -1
757 "North America" 21.43 14 -5
757 "Europe" 25 12 2
757 "Europe" 39.58 48 2
757 "South America" 26.67 15 -1
757 "Europe" 34.62 26 -1
757 "Europe" 30 20 -2
757 "Europe" 30 20 -4
757 "Europe" 37.5 24 1
757 "North America" 34.78 23 2
757 "Europe" 46.67 60 1
757 "North America" 20 10 1
757 "Asia" 20 10 1
757 "Europe" 27.78 18 -4
757 "Europe" 32.14 28 -2
757 "Europe" 20 10 -4
757 "Europe" 31.25 16 -1
757 "North America" 37.84 74 1
757 "Europe" 44.19 43 2
757 "Europe" 25 12 -3
757 "Europe" 36.96 46 1
757 "Oceania" 26.67 15 -5
757 "Europe" 38.46 39 -1
757 "North America" 31.82 22 -1
757 "Europe" 43.12 109 1
757 "North America" 30.77 26 1
757 "North America" 30.3 33 1
757 "North America" 44.74 76 -1
757 "Europe" 29.41 17 -2
757 "South America" 28.57 14 -1
757 "Europe" 38.71 62 -1
757 "North America" 31.82 22 -2
757 "North America" 30 20 1
757 "Europe" 23.08 13 -3
757 "Europe" 33.33 24 -4
757 "Europe" 38.71 31 1
757 "North America" 35.71 28 -3
757 "North America" 36.67 30 -3
757 "North America" 26.67 15 -5
757 "Asia" 35.29 34 1
756 "Europe" 20 10 1
756 "Asia" 47.53 223 -1
756 "North America" 33.33 18 1
756 "Asia" 42.5 80 -3
756 "Asia" 42.55 47 1
756 "Europe" 20 10 1
756 "Europe" 34.62 26 -1
756 "Asia" 31.58 19 -1
756 "Oceania" 26.67 15 1
756 "Asia" 20 10 -2
756 "Asia" 25 12 -2
756 "Oceania" 20 10 1
756 "North America" 33.33 30 -4
756 "Middle East" 25 12 1
756 "Oceania" 30.43 23 -1
756 "Europe" 25 12 1
756 "Europe" 26.67 15 -3
756 "South America" 31.58 19 1
756 "North America" 38.1 21 -1
756 "South America" 26.09 23 -8
756 "Asia" 42.55 47 1
756 "Europe" 43.75 64 -5
756 "North America" 25 12 1
756 "Europe" 20 10 -3
756 "North America" 26.32 19 1
756 "South America" 36.36 22 -1
756 "North America" 38.3 47 -1
756 "Europe" 36.36 33 1
756 "Asia" 42.31 78 1
756 "Europe" 26.67 15 1
756 "Europe" 37.5 32 -3
756 "North America" 25 12 -1
756 "North America" 20 10 -2
756 "Europe" 40 25 1
756 "Europe" 48.17 301 1
756 "Europe" 32.14 28 -6
755 "Asia" 20 10 -1
755 "North America" 33.33 21 -1
755 "North America" 40 30 1
755 "North America" 35.48 31 -3
755 "North America" 34.48 29 1
755 "Asia" 28.57 14 -1
755 "Europe" 27.78 18 -6
755 "North America" 43.94 66 1
755 "North America" 20 10 1
755 "Europe" 25 12 -2
755 "Europe" 30.43 23 -2
755 "Europe" 30 20 1
755 "Asia" 26.67 15 -1
755 "Europe" 40.91 44 3
755 "North America" 21.43 14 -4
755 "Africa" 42.25 71 -3
755 "North America" 28.57 21 -7
755 "Europe" 20 10 1
755 "North America" 25 12 -1
755 "Middle East" 23.08 13 -7
755 "Europe" 23.08 13 1
755 "Europe" 43.48 46 -3
755 "North America" 41.3 46 1
755 "South America" 41.51 53 1
755 "Europe" 23.08 13 -2
755 "Europe" 18.18 11 1
755 "Europe" 25 12 -2
755 "Asia" 28.57 14 2
755 "Europe" 25 16 -4
755 "Asia" 43.84 73 -2
755 "Asia" 30 20 -4
755 "Asia" 37.21 43 -2
755 "North America" 27.27 22 -2
755 "Europe" 29.41 17 -6
755 "Asia" 23.08 13 -2
